TIR0025,0.000983625757366
PRD0922,0.0307210323742
CHL0953,0.0257447966357
IDC0249,0.0734509727655
APR1168,0.0520446658148
RMP0754,0.0348335920581
NIM1203,0.0383482337566
CTB0923,0.00221988407702
BDP1162,0.0629134730316
RKF0080,0.0394572321145
OAJ3926,0.0096738729476
KEM1211,0.0191630136257
ICW6286,7.44343659847e-05
ICW0083,0.0517342923098
OAJ0244,0.00692416179341
IEP0746,0.0360949843957
SLF1195,0.0476573221372
ZWS0755,0.0552222482539
JJC0259,0.401709747587
SKL0325,0.0672095952934
CSB0327,0.0699383757803
MDR0572,0.000407101583445
AKR0756,0.0339234818903
YVJ0986,0.0564738912954
AST0328,0.0542056326225
JAM0752,0.0553021287428
TDK0753,0.0688286684428
BWW0751,0.0822483728746
DDW0757,0.0135070420853
CTB0744,0.0700197101559
PXS0749,0.0591720236267
GFS0750,0.0665875357342
EBA0758,0.0215286117709
AMB0745,0.0411093093432
BCR0747,0.0719153602509
JDC0326,0.0641841213471
WZB0733,0.501435368149
CRD0987,0.462634212114
USM0703,0.127843815284
USM2518,0.243438248215
LAD0226,0.514781417468
HAE0105,0.542180702582
CHL2483,0.00101384276906
DOS0777,0.0
JJS0013,0.0
NRR0476,0.0
KDC0996,0.00158484795953
JIG1593,0.0
MJK0527,0.0
DLH0679,0.0
EHM0340,0.0
AAW0914,0.0
PDB1766,0.0
TNB1616,0.0
YBH0948,0.0
MMK1532,0.0
LMG0065,0.000648591364468
GIC1151,0.0
GSV0295,1.26938256132e-05
SWC1392,0.0
TRC1838,0.0
KAM0645,0.0
ENB1617,0.0
HCP0900,0.0
ILF0913,0.0
CPD0474,0.0
TCF0559,0.0
CPS1512,1.6180874171e-05
FWB1999,0.0
CAF0109,0.0
TMT1509,0.0
ZJT1601,0.0
CDL0189,0.0
MSC0216,0.0
BBB0012,0.0
ERB0104,0.0
HSK0369,0.0
PAA0121,0.0
JMW0038,0.0
YBD1929,0.0
BDH0981,0.0
MGC0646,0.0
FAH0134,0.0
HJO0779,0.0
WCW1013,0.0
JSO1500,0.0
RAH0052,0.0
VCF1602,0.0
HTR0239,0.0
HSN0675,0.0
RAT0514,0.0
LHD1233,0.0
JOR1221,0.0
AJM0956,0.0
AJS1408,0.0
CAG1416,0.0
SKV0041,0.0
ARM0805,0.0
CBP0507,0.0
JJM0234,0.0
ARD0538,0.0
TBP0548,0.0
DJA0192,0.0
VCC0258,0.0
OTB0008,0.0
BMG1070,0.0
WCO0020,0.0
CCW0097,0.0
BGC0649,0.0
JCK0692,0.0
ACB1087,0.0
JTK0784,0.0
RXH1139,0.0
QRF0039,0.0
PTH1889,0.0
WIR1720,0.0
ATD0517,0.0
JMS0859,0.0
KHH1556,0.0
GJM1409,0.0
ESM1828,0.0
FKS0069,0.0
IBR0131,1.38712242757e-05
NZL1395,0.0
SNO0033,0.0
AJM0049,0.0
STW0237,0.0
RDC0128,0.0
XAB0622,0.0
ILJ0929,0.0
LKB0734,0.0
IKB0691,0.0
MMR1502,0.0
PHP0436,0.0
CRM0963,0.0
TDF6648,0.0
CCP0774,0.0
MBK1726,0.0
CSE0417,0.0
EZG0968,0.0
HRB1725,0.0
PRF0257,0.0
AKK0032,0.0
HMI1448,0.0
KJW1664,0.0
AKM1759,0.0
ASB0658,0.0
BTN0147,0.0
FMG1549,0.0
FRM0010,0.0
RUM0165,0.0
