CERT5.2 Leave Company Relationships Counts for all Users
MMK1532,No,0,11,21,87,119
NTB0710,No,3,17,28,71,119
MTD0971,2010-10,2,4,11,43,63
NHB1529,No,0,11,21,87,119
HBW0057,2011-05,1,0,34,82,120
PLM1716,No,4,16,12,87,119
UKG0386,No,5,12,2,100,119
GLC1055,No,4,22,1,91,120
UCD0608,No,2,24,1,91,120
CBN1983,No,0,8,28,82,120
WFV0687,2010-10,4,3,2,53,61
ECD1434,No,3,18,25,72,120
PCK0271,2010-12,5,5,2,69,81
TAG1610,2010-06,2,4,4,18,31
WTC0699,No,0,12,36,71,119
TRB1093,No,6,15,25,72,120
ASB0658,No,5,16,25,72,120
DAC1641,No,4,17,25,72,120
SNC1721,No,4,16,12,87,119
UAM1108,2010-07,3,2,9,20,37
DNW0899,No,6,10,4,99,119
NRO1752,No,1,10,21,87,119
TMT1509,No,3,17,12,87,119
SNC0218,No,1,0,0,117,120
MAS0783,No,2,13,33,71,119
ACB1485,No,5,12,2,100,119
SJC0232,No,0,0,19,100,119
SKB1024,No,2,12,22,82,120
JSB0803,No,3,12,33,71,119
NBP0252,No,0,0,20,99,119
CAH0595,No,1,13,22,82,120
ACJ1797,No,6,20,1,91,120
CKR1446,No,0,12,36,71,119
RJW1406,No,5,20,21,72,120
EBQ1246,No,3,14,2,100,119
BCC1597,No,3,23,1,91,120
JMK1531,No,0,11,21,87,119
AGB0901,No,3,17,28,71,119
HSG1585,No,3,23,1,91,120
SFS1109,No,6,15,25,72,120
TLW1050,No,4,22,1,91,120
LTS1378,No,4,22,1,91,120
HDW0743,No,3,17,28,71,119
ZWS0755,No,1,14,33,71,119
DWR1387,No,5,20,21,72,120
GDC0055,No,1,13,22,82,120
ILG0879,2010-09,2,7,9,37,55
MAC1175,No,1,19,28,71,119
MCW0505,No,1,11,24,82,120
OAJ0244,No,1,0,19,99,119
BCB1715,No,4,16,12,87,119
GTC0614,No,4,22,1,91,120
BTG1551,No,5,7,36,71,119
JHP1654,2010-03,0,3,3,5,13
UTM0493,No,2,10,24,82,120
HTR0239,No,0,0,20,99,119
OCW1127,2010-05,0,2,1,19,19
WBK1077,No,4,21,21,72,120
KGL0178,No,1,0,0,117,120
EBG1553,No,4,16,12,87,119
TCC0771,No,2,13,33,71,119
KPM1002,No,1,13,22,82,120
PAG0429,No,3,8,21,87,119
RKC0355,No,0,0,19,100,119
TBM1476,No,5,12,2,100,119
KMC1934,No,5,15,12,87,119
JDS0177,No,0,0,1,117,120
LIJ1581,No,3,23,1,91,120
TCA1183,No,1,19,28,71,119
SJP1023,No,2,12,22,82,120
KEO0202,No,5,16,25,72,120
OHS0036,No,0,6,0,112,120
RKF0080,No,3,9,24,82,120
UMH1547,No,0,8,28,82,120
BCL1423,No,3,18,25,72,120
DCD0715,No,2,18,28,71,119
KBG1201,No,1,14,33,71,119
GAF1862,No,3,18,25,72,120
CRR1966,No,3,8,21,87,119
CTM1817,No,6,20,1,91,120
DNT1801,No,6,20,1,91,120
DTC0840,No,5,12,2,100,119
VCM0992,No,1,13,22,82,120
KJW1664,No,5,7,36,71,119
BOS1170,No,1,19,28,71,119
CAB1886,No,1,11,36,71,119
DHP0732,No,2,18,28,71,119
JDG0255,No,1,0,19,99,119
RFC1991,No,0,8,28,82,120
DZH1867,No,3,18,25,72,120
MTP1582,2011-05,2,23,1,91,120
PKS1187,2010-05,0,2,5,15,19
LRW1357,No,4,22,1,91,120
CLG0516,No,0,12,24,82,120
HMW0602,No,2,24,1,91,120
QGC0435,No,3,8,21,87,119
JDR0004,No,0,0,0,119,119
RMB1821,2010-02,0,0,1,5,6
XBK0246,2011-04,0,0,16,94,111
HMM1058,No,4,22,1,91,120
LNS0317,No,3,17,28,71,119
KDL1901,No,2,15,2,100,119
LKL1895,No,2,15,2,100,119
BGR0917,No,1,5,0,112,120
MSS0799,No,3,12,33,71,119
PHY0730,No,2,18,28,71,119
MME1034,No,4,22,1,91,120
NRR1835,No,5,20,21,72,120
PCB0567,No,0,14,22,82,120
AKP0503,No,2,10,24,82,120
MHP1377,No,4,22,1,91,120
OCD1985,2010-06,0,2,7,21,29
IYH1611,No,8,17,21,72,120
DSH1074,No,4,21,21,72,120
LHD1233,No,3,12,33,71,119
CAG1416,No,3,18,25,72,120
HRR0079,No,3,9,24,82,120
VCF1602,2010-08,3,7,8,24,46
ZOC0154,No,4,22,1,91,120
ACM1770,No,2,15,2,100,119
PRL0965,No,3,9,24,82,120
RAS0197,No,3,22,21,72,120
NKN1405,No,5,20,21,72,120
KCL0099,No,0,14,22,82,120
DMP0344,2010-09,0,4,14,37,55
JGB1393,No,5,20,21,72,120
MKR1094,No,6,15,25,72,120
ACB1087,No,4,21,21,72,120
CBH1635,No,4,17,25,72,120
ARG1264,No,3,14,2,100,119
FAD1863,No,3,18,25,72,120
LHA0303,No,3,17,28,71,119
JJH0862,No,5,15,12,87,119
CCP1460,No,5,12,2,100,119
NCU1166,No,3,17,28,71,119
AWW1749,No,1,10,21,87,119
CRD0272,2010-07,3,1,2,30,35
HMI1448,No,0,12,36,71,119
SCC0379,No,5,12,2,100,119
NIM1282,No,3,17,12,87,119
KBR0575,No,0,14,22,82,120
MEB1743,No,1,10,21,87,119
GUT1619,No,8,17,21,72,120
MUP1819,No,5,20,21,72,120
WOG0797,No,1,14,33,71,119
DCC1119,2011-01,4,7,2,75,87
UGB0031,No,0,0,6,112,120
DHP1989,No,0,8,28,82,120
SFG1360,No,4,22,1,91,120
IKB0691,No,0,12,36,71,119
CBC1607,No,8,17,21,72,120
KWM0365,No,0,0,19,100,119
DHR1157,2010-12,1,13,17,50,81
GKG1693,No,2,15,2,100,119
HVM1288,No,3,17,12,87,119
AKS0586,No,1,13,22,82,120
YHO0982,No,2,10,24,82,120
DEO1964,2010-09,2,7,9,37,55
CTT0639,2010-11,2,14,14,39,72
CBK0185,No,0,0,46,72,120
KMH0529,No,1,13,22,82,120
DLH0679,No,2,14,4,99,119
CAP0471,No,5,1,0,112,120
ANM0830,No,5,12,2,100,119
ZOF1559,No,0,8,28,82,120
JIP1220,No,3,12,33,71,119
KJN0240,No,1,0,19,99,119
UBG1493,No,3,17,12,87,119
NAB1673,No,5,7,36,71,119
CNM1208,No,1,14,33,71,119
ACH1831,No,5,20,21,72,120
CKP0630,2010-08,0,9,0,33,46
RCH1216,No,1,14,33,71,119
AAW0952,No,1,11,24,82,120
MDB0351,No,3,12,33,71,119
EHM0340,No,2,13,33,71,119
DPC1618,No,8,17,21,72,120
ACD1174,No,1,19,28,71,119
MGM0539,2010-09,0,7,8,39,56
ITA0159,2011-02,3,17,0,74,97
WAS1823,No,5,20,21,72,120
HST0084,No,2,10,24,82,120
AOP1202,No,1,14,33,71,119
RWP1153,No,3,9,36,71,119
MMR1458,2010-08,0,7,0,38,43
TCL0855,No,5,15,12,87,119
ONB1833,No,5,20,21,72,120
IRP1440,No,3,18,25,72,120
CBW1826,No,5,20,21,72,120
ACC0950,No,1,11,24,82,120
ZAD1345,No,1,7,28,82,120
AWW0718,2010-07,1,4,6,25,35
WCO0020,No,0,0,6,112,120
JKM1790,2010-08,3,6,0,33,46
ILM1441,No,3,18,25,72,120
JIT0356,No,1,0,18,100,119
MMB1967,No,3,8,21,87,119
PBC0077,2010-08,1,3,8,30,46
FAR0102,No,1,13,22,82,120
WCB0806,No,3,12,33,71,119
CNH1896,No,2,15,2,100,119
INC0091,No,0,12,24,82,120
CKL0652,2011-02,4,11,22,57,97
NCM1243,No,3,14,2,100,119
SPH1244,No,3,14,2,100,119
EAH1973,No,3,8,21,87,119
FKH0864,2010-04,1,2,3,12,17
EUN1870,No,3,18,25,72,120
MMC1008,No,1,13,22,82,120
JAT1218,2010-02,0,0,2,3,7
MDS0680,2010-09,0,5,2,48,55
QNB1329,No,1,7,28,82,120
JLC0742,No,3,17,28,71,119
EGM1222,2011-03,2,10,31,59,103
NTV1777,2010-04,0,0,3,13,19
JBR1651,No,4,17,25,72,120
TAJ0023,No,0,0,6,112,120
IDB0843,No,5,12,2,100,119
YIN0342,No,2,13,33,71,119
WZB0733,No,3,17,28,71,119
WMS1274,No,3,17,12,87,119
CEG1467,No,5,12,2,100,119
SLF1195,No,6,14,28,71,119
BDM1204,No,1,14,33,71,119
RMT0496,No,2,10,24,82,120
ZEH0685,2011-04,7,6,3,94,111
CLC1425,No,3,18,25,72,120
MON0700,No,0,12,36,71,119
FAH0134,No,0,26,1,91,120
HUM0973,No,3,9,24,82,120
AST0328,No,1,14,33,71,119
LAD0226,No,0,0,1,117,120
AAC1489,No,3,17,12,87,119
AAR1793,No,6,20,1,91,120
PJB0886,No,3,8,21,87,119
EKR0073,No,0,12,24,82,120
SCH0670,No,5,16,25,72,120
DMJ0222,No,0,0,1,117,120
TBF1107,No,6,15,25,72,120
CLL0306,2010-04,0,1,4,13,17
HPC1941,No,5,15,12,87,119
GAT1343,No,1,7,28,82,120
FCG0693,No,0,12,36,71,119
EJW1544,No,0,11,21,87,119
HND1098,No,6,15,25,72,120
BNT1804,No,6,20,1,91,120
NZL1395,No,5,20,21,72,120
AIH0814,No,3,23,1,91,120
KRC1348,2011-01,0,6,21,59,89
AAL1327,No,4,7,21,87,119
MGS1944,No,5,15,12,87,119
AFN0176,No,0,0,1,117,120
CIM1232,No,3,12,33,71,119
OTE0760,No,2,13,33,71,119
ACH1840,No,5,20,21,72,120
KGD0416,No,5,15,12,87,119
CJL0143,No,0,0,27,91,120
CNM0787,2010-09,0,4,14,37,55
CEM1385,No,5,20,21,72,120
FAM0495,2010-02,0,0,2,4,6
LIB1125,No,6,10,4,99,119
