BYO1846,
Cluster0,
RMB1821,0.28571428571449997,0.0425531914893617,0.005187972305548536,0.0,0.0819672131147541,0.016017337873492615,0.075,0.595974689854,
FDS1841,0.3333333333335,0.0851063829787234,0.01938484458272191,0.027777777777777776,0.13114754098360656,0.053807737409929106,0.109375,0.626952130714,
TRC1838,0.3650793650795,0.48936170212765956,0.033426060894124456,0.033816425120777774,0.6557377049180328,0.003353036762244741,0.0,0.646521851626,
Cluster1,
KBC1390,1.0,0.02127659574468085,0.004174853102605735,0.0,0.0,0.0,0.0,0.474132273636,
Cluster2,
Cluster3,
BRM0126,1.0,0.02127659574468085,0.0028435066418784384,0.0,0.0,0.0,0.0,0.474114642349,
OJC0930,1.0,0.02127659574468085,0.4073085174754199,0.3333333333333333,0.0,0.0,0.0,0.483838113043,
HXP0976,0.0,0.0,0.0,0.0,0.01639344262295082,0.0018571578950494598,0.0,0.474095934906,
Cluster4,
TCP0380,1.0,0.02127659574468085,0.004310310575377622,0.0,0.0,0.0,0.0,0.474134067509,
DTB0722,1.0,0.02127659574468085,0.003073710993168567,0.0,0.0,0.0,0.0,0.474117691013,
RPJ1159,1.0,0.02127659574468085,0.004011521709443966,0.0,0.0,0.0,0.0,0.474130110622,
ZVW1475,1.0,0.02127659574468085,0.0035138255256404005,0.0,0.0,0.0,0.0,0.474123519554,
CHP1711,
Cluster0,
KDP1706,0.48387096774195,0.29411764705882354,0.07001791257090592,0.06666666666666667,0.26666666666666666,0.07536764211530689,0.09821428571428571,0.727785393251,
SCO1719,0.3396226415095,0.3529411764705882,0.04587120476849566,0.037037037037,0.5833333333333334,0.07650074786760817,0.0857142857142857,0.680927551366,
Cluster1,
Cluster2,
Cluster3,
KSW0708,1.0,0.0196078431372549,0.0015703751399305734,0.0,0.0,0.0,0.0,0.474096150558,
AWW0718,1.0,0.0196078431372549,0.0024173513565944765,0.0,0.0,0.0,0.0,0.474106487723,
ALT1465,1.0,0.0196078431372549,0.00942017971176114,0.0,0.0,0.0,0.0,0.474191951664,
DNJ0740,1.0,0.0196078431372549,0.0017129377716988898,0.0,0.0,0.0,0.0,0.474097890513,
Cluster4,
IHC0561,1.0,0.0196078431372549,0.0029642441643384695,0.0,0.0,0.0,0.0,0.474113162377,
WDT1634,1.0,0.0196078431372549,0.07516019310735564,0.1111111111111111,0.0,0.0,0.0,0.476347860874,
CIF1430,
Cluster0,
PTM1432,0.45454545454545,0.5,0.30792675034339395,0.25,0.3529411764705882,0.007346818510967242,0.0,0.805189058915,
Cluster1,
Cluster2,
Cluster3,
FAM0495,0.0,0.0,0.0,0.0,0.058823529411764705,0.007377187945445295,0.0,0.474347065321,
Cluster4,
JSB0860,0.0,0.0,0.0,0.0,0.058823529411764705,0.009439509471171222,0.0,0.474422554508,
CKP0630,
Cluster0,
Cluster1,
Cluster2,
Cluster3,
Cluster4,
RDP1751,0.0,0.0,0.0,0.0,0.14285714285714285,0.0075519706460285595,0.0,0.474748300882,
DCC1119,
Cluster0,
OCW1127,0.4166666666665,0.03164556962025317,0.1347238907365629,0.12,0.030837004405286347,0.04968300754440603,0.0714285714285,0.658472924671,
ELM1123,0.4,0.06329113924050633,0.10997642642577007,0.06,0.06607929515418502,0.06973096286990606,0.06666666666675,0.654722559484,
ACA1126,0.2,0.06962025316455696,0.06875173025643615,0.0727272727272,0.19383259911894274,0.10170705831395398,0.14772727272725,0.587240143021,
KJG1121,0.212121212121,0.04430379746835443,0.13204040116862456,0.17142857142860002,0.11453744493392072,0.1410681379528523,0.1634615384615,0.586773572388,
Cluster1,
WFV0687,1.0,0.006329113924050633,0.007118567686797328,0.0,0.0,0.0,0.0,0.47410502821,
Cluster2,
Cluster3,
ZIE0741,1.0,0.006329113924050633,0.005626342952586199,0.0,0.0,0.0,0.0,0.474099149565,
DXF1662,1.0,0.006329113924050633,0.18082922391994521,0.2,0.0,0.0,0.0,0.475576180735,
JOE1672,0.0,0.0,0.0,0.0,0.004405286343612335,0.006900979207468694,0.0,0.474095907256,
Cluster4,
MMB0556,0.0,0.0,0.0,0.0,0.004405286343612335,0.005676944126289608,0.0,0.474092550873,
UAM1108,1.0,0.006329113924050633,0.0064982313858376545,0.0,0.0,0.0,0.0,0.474102584389,
CIF1430,1.0,0.006329113924050633,0.003939393818970687,0.0,0.0,0.0,0.0,0.474092503759,
SLL0193,0.0,0.0,0.0,0.0,0.004405286343612335,0.00922382417558879,0.0,0.474102276615,
MFM1400,0.0,0.0,0.0,0.0,0.004405286343612335,0.004511814317400144,0.0,0.474089356002,
GKW0043,0.4513888888889,0.4113924050632911,0.07882684877146787,0.0861538461538,0.3480176211453745,0.05327507643453389,0.08544303797475,0.726920220237,
RRS0056,0.0,0.0,0.0,0.0,0.00881057268722467,0.007361820280014244,0.0,0.474117357231,
BYO1846,0.0,0.0,0.0,0.0,0.004405286343612335,0.005398688801592832,0.0,0.474091787878,
LVF1626,1.0,0.006329113924050633,0.00506919273224958,0.0,0.0,0.0,0.0,0.474096954654,
GWG0497,
Cluster0,
FAM0495,0.0,0.0,0.0,0.0,0.00819672131147541,0.017280281588514242,0.0,0.474165146462,
Cluster1,
