MMK1532,31,126,163,652,1028,
NTB0710,16,99,244,613,1028,
MTD0971,16,99,258,653,974,
NHB1529,31,126,163,652,1028,
HBW0057,6,0,367,653,974,
PLM1716,31,126,163,652,1028,
UKG0386,31,129,18,794,1028,
GLC1055,31,169,18,808,974,
UCD0608,21,179,18,808,974,
CBN1983,15,85,273,653,974,
WFV0687,21,39,21,891,1028,
ECD1434,31,126,163,706,974,
PCK0271,21,39,21,891,1028,
TAG1610,31,126,163,706,974,
WTC0699,16,70,273,613,1028,
TRB1093,31,126,163,706,974,
ASB0658,31,126,163,706,974,
DAC1641,31,126,163,706,974,
SNC1721,31,126,163,652,1028,
UAM1108,31,126,163,706,974,
DNW0899,21,39,21,891,1028,
NRO1752,31,126,163,652,1028,
TMT1509,31,126,163,652,1028,
SNC0218,6,0,12,1008,974,
MAS0783,11,139,209,613,1028,
ACB1485,31,129,18,794,1028,
SJC0232,2,0,176,794,1028,
SKB1024,21,129,223,653,974,
JSB0803,21,129,209,613,1028,
NBP0252,3,0,78,891,1028,
CAH0595,21,129,223,653,974,
ACJ1797,31,169,18,808,974,
CKR1446,16,70,273,613,1028,
RJW1406,31,126,163,706,974,
EBQ1246,31,129,18,794,1028,
BCC1597,31,169,18,808,974,
JMK1531,31,126,163,652,1028,
AGB0901,16,99,244,613,1028,
HSG1585,31,169,18,808,974,
SFS1109,31,126,163,706,974,
TLW1050,31,169,18,808,974,
LTS1378,31,169,18,808,974,
HDW0743,16,99,244,613,1028,
ZWS0755,21,129,209,613,1028,
DWR1387,31,126,163,706,974,
GDC0055,2,148,223,653,974,
ILG0879,31,126,163,652,1028,
MAC1175,16,99,244,613,1028,
MCW0505,16,99,258,653,974,
OAJ0244,6,0,75,891,1028,
BCB1715,31,126,163,652,1028,
GTC0614,31,169,18,808,974,
BTG1551,16,70,273,613,1028,
JHP1654,31,126,163,706,974,
UTM0493,16,99,258,653,974,
HTR0239,3,0,78,891,1028,
OCW1127,21,39,21,891,1028,
WBK1077,31,126,163,706,974,
KGL0178,4,0,10,1012,974,
EBG1553,31,126,163,652,1028,
TCC0771,16,134,209,613,1028,
KPM1002,21,129,223,653,974,
PAG0429,31,126,163,652,1028,
RKC0355,2,0,176,794,1028,
TBM1476,31,129,18,794,1028,
KMC1934,31,126,163,652,1028,
JDS0177,4,0,10,1012,974,
LIJ1581,31,169,18,808,974,
TCA1183,16,99,244,613,1028,
SJP1023,21,129,223,653,974,
KEO0202,31,126,163,706,974,
OHS0036,16,44,21,945,974,
RKF0080,16,99,258,653,974,
UMH1547,16,84,273,653,974,
BCL1423,31,126,163,706,974,
DCD0715,16,99,244,613,1028,
KBG1201,21,129,209,613,1028,
GAF1862,31,126,163,706,974,
CRR1966,31,126,163,652,1028,
CTM1817,31,169,18,808,974,
DNT1801,31,169,18,808,974,
DTC0840,31,129,18,794,1028,
VCM0992,21,129,223,653,974,
KJW1664,16,70,273,613,1028,
BOS1170,16,99,244,613,1028,
CAB1886,16,70,273,613,1028,
DHP0732,16,99,244,613,1028,
JDG0255,3,0,78,891,1028,
RFC1991,15,85,273,653,974,
DZH1867,31,126,163,706,974,
MTP1582,31,169,18,808,974,
PKS1187,16,99,244,613,1028,
LRW1357,31,169,18,808,974,
CLG0516,16,99,258,653,974,
HMW0602,21,179,18,808,974,
QGC0435,31,126,163,652,1028,
