MTD0971,2.0,0.0,0.0,4.0,
HBW0057,1.0,0.0,7.0,13.0,
GLC1055,4.0,1.0,0.0,14.0,
UCD0608,2.0,1.0,0.0,8.0,
CBN1983,0.0,1.0,7.0,18.0,
ECD1434,3.0,2.0,7.0,9.0,
TAG1610,2.0,0.0,0.0,2.0,
TRB1093,6.0,0.0,5.0,6.0,
ASB0658,5.0,1.0,9.0,8.0,
DAC1641,4.0,2.0,4.0,5.0,
UAM1108,3.0,0.0,0.0,0.0,
SNC0218,1.0,0.0,0.0,26.0,
SKB1024,2.0,1.0,1.0,10.0,
CAH0595,1.0,2.0,5.0,15.0,
ACJ1797,6.0,0.0,1.0,14.0,
RJW1406,5.0,9.0,4.0,20.0,
BCC1597,3.0,0.0,0.0,21.0,
HSG1585,3.0,0.0,0.0,12.0,
SFS1109,6.0,0.0,6.0,5.0,
TLW1050,4.0,1.0,0.0,9.0,
LTS1378,4.0,2.0,0.0,8.0,
DWR1387,5.0,4.0,6.0,18.0,
GDC0055,1.0,3.0,4.0,11.0,
MCW0505,1.0,2.0,3.0,11.0,
GTC0614,4.0,0.0,0.0,13.0,
JHP1654,0.0,0.0,0.0,0.0,
UTM0493,2.0,0.0,4.0,18.0,
WBK1077,4.0,6.0,4.0,16.0,
KGL0178,1.0,0.0,0.0,25.0,
KPM1002,1.0,6.0,6.0,10.0,
JDS0177,0.0,0.0,0.0,29.0,
LIJ1581,3.0,0.0,1.0,17.0,
SJP1023,2.0,2.0,5.0,10.0,
KEO0202,5.0,2.0,7.0,16.0,
OHS0036,0.0,1.0,0.0,18.0,
RKF0080,3.0,0.0,2.0,11.0,
UMH1547,0.0,3.0,8.0,19.0,
BCL1423,3.0,0.0,5.0,7.0,
GAF1862,3.0,0.0,5.0,15.0,
CTM1817,6.0,0.0,0.0,11.0,
DNT1801,5.0,1.0,1.0,9.0,
VCM0992,1.0,2.0,8.0,14.0,
RFC1991,0.0,0.0,5.0,12.0,
DZH1867,3.0,1.0,6.0,7.0,
MTP1582,2.0,1.0,0.0,10.0,
LRW1357,4.0,0.0,0.0,15.0,
CLG0516,0.0,2.0,4.0,13.0,
HMW0602,2.0,1.0,0.0,6.0,
RMB1821,0.0,0.0,0.0,1.0,
HMM1058,4.0,0.0,0.0,10.0,
BGR0917,1.0,3.0,0.0,24.0,
MME1034,4.0,0.0,0.0,9.0,
NRR1835,5.0,6.0,2.0,14.0,
PCB0567,0.0,4.0,5.0,8.0,
AKP0503,2.0,0.0,2.0,17.0,
MHP1377,4.0,0.0,1.0,14.0,
IYH1611,8.0,5.0,4.0,13.0,
DSH1074,4.0,5.0,3.0,15.0,
CAG1416,3.0,1.0,4.0,12.0,
HRR0079,3.0,3.0,4.0,8.0,
VCF1602,3.0,0.0,2.0,0.0,
ZOC0154,4.0,0.0,0.0,6.0,
PRL0965,3.0,1.0,4.0,13.0,
RAS0197,3.0,8.0,7.0,14.0,
NKN1405,5.0,7.0,6.0,16.0,
KCL0099,0.0,4.0,8.0,16.0,
JGB1393,5.0,7.0,3.0,22.0,
MKR1094,6.0,1.0,8.0,8.0,
ACB1087,4.0,6.0,4.0,16.0,
CBH1635,4.0,0.0,4.0,10.0,
FAD1863,3.0,1.0,7.0,8.0,
KBR0575,0.0,2.0,1.0,9.0,
GUT1619,8.0,3.0,3.0,11.0,
MUP1819,5.0,4.0,5.0,18.0,
UGB0031,0.0,0.0,1.0,23.0,
DHP1989,0.0,2.0,5.0,9.0,
SFG1360,4.0,0.0,0.0,7.0,
CBC1607,8.0,5.0,4.0,16.0,
AKS0586,1.0,0.0,4.0,18.0,
YHO0982,2.0,3.0,7.0,12.0,
CTT0639,2.0,2.0,0.0,4.0,
CBK0185,0.0,0.0,6.0,13.0,
KMH0529,1.0,2.0,3.0,11.0,
CAP0471,5.0,0.0,0.0,17.0,
ZOF1559,0.0,1.0,3.0,13.0,
ACH1831,5.0,9.0,3.0,19.0,
CKP0630,0.0,0.0,0.0,1.0,
AAW0952,1.0,1.0,5.0,13.0,
DPC1618,8.0,2.0,6.0,21.0,
MGM0539,0.0,1.0,1.0,1.0,
ITA0159,3.0,2.0,0.0,8.0,
